4.218750000000000000e-01,3.620370370370370461e-01
4.062500000000000000e-01,3.620370370370370461e-01
3.906250000000000000e-01,3.620370370370370461e-01
3.750000000000000000e-01,3.620370370370370461e-01
3.593750000000000000e-01,3.620370370370370461e-01
3.437500000000000000e-01,3.620370370370370461e-01
3.281250000000000000e-01,3.620370370370370461e-01
3.125000000000000000e-01,3.620370370370370461e-01
2.968750000000000000e-01,3.620370370370370461e-01
2.812500000000000000e-01,3.620370370370370461e-01
2.656250000000000000e-01,3.620370370370370461e-01
2.500000000000000000e-01,3.620370370370370461e-01
2.343750000000000000e-01,3.620370370370370461e-01
2.187500000000000000e-01,3.620370370370370461e-01
2.031250000000000000e-01,3.620370370370370461e-01
1.875000000000000000e-01,3.620370370370370461e-01
1.718750000000000000e-01,3.620370370370370461e-01
1.562500000000000000e-01,3.620370370370370461e-01
1.406250000000000000e-01,3.620370370370370461e-01
1.250000000000000000e-01,3.620370370370370461e-01
1.093750000000000000e-01,3.620370370370370461e-01
9.375000000000000000e-02,3.620370370370370461e-01
7.812500000000000000e-02,3.620370370370370461e-01
6.250000000000000000e-02,3.620370370370370461e-01
4.687500000000000000e-02,3.620370370370370461e-01
3.125000000000000000e-02,3.620370370370370461e-01
1.562500000000000000e-02,3.620370370370370461e-01
0.000000000000000000e+00,3.620370370370370461e-01
-1.562500000000000000e-02,4.055555555555555580e-01
0.000000000000000000e+00,4.055555555555555580e-01
1.562500000000000000e-02,4.055555555555555580e-01
3.125000000000000000e-02,4.055555555555555580e-01
4.687500000000000000e-02,4.055555555555555580e-01
6.250000000000000000e-02,4.055555555555555580e-01
7.812500000000000000e-02,4.055555555555555580e-01
9.375000000000000000e-02,4.055555555555555580e-01
1.093750000000000000e-01,4.055555555555555580e-01
1.250000000000000000e-01,4.055555555555555580e-01
1.406250000000000000e-01,4.055555555555555580e-01
1.562500000000000000e-01,4.055555555555555580e-01
1.718750000000000000e-01,4.055555555555555580e-01
1.875000000000000000e-01,4.055555555555555580e-01
2.031250000000000000e-01,4.055555555555555580e-01
2.187500000000000000e-01,4.055555555555555580e-01
2.343750000000000000e-01,4.055555555555555580e-01
2.500000000000000000e-01,4.055555555555555580e-01
2.656250000000000000e-01,4.055555555555555580e-01
2.812500000000000000e-01,4.055555555555555580e-01
2.968750000000000000e-01,4.055555555555555580e-01
3.125000000000000000e-01,4.055555555555555580e-01
3.281250000000000000e-01,4.055555555555555580e-01
3.437500000000000000e-01,4.055555555555555580e-01
3.593750000000000000e-01,4.055555555555555580e-01
3.750000000000000000e-01,4.055555555555555580e-01
3.906250000000000000e-01,4.055555555555555580e-01
4.062500000000000000e-01,4.055555555555555580e-01
4.218750000000000000e-01,4.055555555555555580e-01
4.375000000000000000e-01,4.055555555555555580e-01
4.531250000000000000e-01,4.055555555555555580e-01
4.687500000000000000e-01,4.055555555555555580e-01
4.843750000000000000e-01,4.055555555555555580e-01
5.000000000000000000e-01,4.055555555555555580e-01
5.156250000000000000e-01,4.055555555555555580e-01
5.312500000000000000e-01,4.055555555555555580e-01
5.468750000000000000e-01,4.055555555555555580e-01
5.625000000000000000e-01,4.055555555555555580e-01
5.781250000000000000e-01,4.055555555555555580e-01
5.937500000000000000e-01,4.055555555555555580e-01
6.093750000000000000e-01,4.055555555555555580e-01
6.250000000000000000e-01,4.055555555555555580e-01
6.406250000000000000e-01,4.055555555555555580e-01
6.562500000000000000e-01,4.055555555555555580e-01
6.718750000000000000e-01,4.055555555555555580e-01
6.875000000000000000e-01,4.055555555555555580e-01
7.031250000000000000e-01,4.055555555555555580e-01
7.187500000000000000e-01,4.055555555555555580e-01
7.343750000000000000e-01,4.055555555555555580e-01
7.500000000000000000e-01,4.055555555555555580e-01
7.656250000000000000e-01,4.055555555555555580e-01
7.812500000000000000e-01,4.055555555555555580e-01
7.968750000000000000e-01,4.055555555555555580e-01
8.125000000000000000e-01,4.055555555555555580e-01
8.281250000000000000e-01,4.055555555555555580e-01
8.437500000000000000e-01,4.055555555555555580e-01
8.593750000000000000e-01,4.055555555555555580e-01
8.750000000000000000e-01,4.055555555555555580e-01
8.906250000000000000e-01,4.055555555555555580e-01
9.062500000000000000e-01,4.055555555555555580e-01
9.218750000000000000e-01,4.055555555555555580e-01
9.375000000000000000e-01,4.055555555555555580e-01
9.531250000000000000e-01,4.055555555555555580e-01
9.687500000000000000e-01,4.055555555555555580e-01
9.843750000000000000e-01,4.435185185185185341e-01
9.687500000000000000e-01,4.435185185185185341e-01
9.531250000000000000e-01,4.435185185185185341e-01
9.375000000000000000e-01,4.435185185185185341e-01
9.218750000000000000e-01,4.435185185185185341e-01
9.062500000000000000e-01,4.435185185185185341e-01
8.906250000000000000e-01,4.435185185185185341e-01
8.750000000000000000e-01,4.435185185185185341e-01
8.593750000000000000e-01,4.435185185185185341e-01
8.437500000000000000e-01,4.435185185185185341e-01
8.281250000000000000e-01,4.435185185185185341e-01
8.125000000000000000e-01,4.435185185185185341e-01
7.968750000000000000e-01,4.435185185185185341e-01
7.812500000000000000e-01,4.435185185185185341e-01
7.656250000000000000e-01,4.435185185185185341e-01
7.500000000000000000e-01,4.435185185185185341e-01
7.343750000000000000e-01,4.435185185185185341e-01
7.187500000000000000e-01,4.435185185185185341e-01
7.031250000000000000e-01,4.435185185185185341e-01
6.875000000000000000e-01,4.435185185185185341e-01
6.718750000000000000e-01,4.435185185185185341e-01
6.562500000000000000e-01,4.435185185185185341e-01
6.406250000000000000e-01,4.435185185185185341e-01
6.250000000000000000e-01,4.435185185185185341e-01
6.093750000000000000e-01,4.435185185185185341e-01
5.937500000000000000e-01,4.435185185185185341e-01
5.781250000000000000e-01,4.435185185185185341e-01
5.625000000000000000e-01,4.435185185185185341e-01
5.468750000000000000e-01,4.435185185185185341e-01
5.312500000000000000e-01,4.435185185185185341e-01
5.156250000000000000e-01,4.435185185185185341e-01
5.000000000000000000e-01,4.435185185185185341e-01
4.843750000000000000e-01,4.435185185185185341e-01
4.687500000000000000e-01,4.435185185185185341e-01
4.531250000000000000e-01,4.435185185185185341e-01
4.375000000000000000e-01,4.435185185185185341e-01
4.218750000000000000e-01,4.435185185185185341e-01
4.062500000000000000e-01,4.435185185185185341e-01
3.906250000000000000e-01,4.435185185185185341e-01
3.750000000000000000e-01,4.435185185185185341e-01
3.593750000000000000e-01,4.435185185185185341e-01
3.437500000000000000e-01,4.435185185185185341e-01
3.281250000000000000e-01,4.435185185185185341e-01
3.125000000000000000e-01,4.435185185185185341e-01
2.968750000000000000e-01,4.435185185185185341e-01
2.812500000000000000e-01,4.435185185185185341e-01
2.656250000000000000e-01,4.435185185185185341e-01
2.500000000000000000e-01,4.435185185185185341e-01
2.343750000000000000e-01,4.435185185185185341e-01
2.187500000000000000e-01,4.435185185185185341e-01
2.031250000000000000e-01,4.435185185185185341e-01
1.875000000000000000e-01,4.435185185185185341e-01
1.718750000000000000e-01,4.435185185185185341e-01
1.562500000000000000e-01,4.435185185185185341e-01
1.406250000000000000e-01,4.435185185185185341e-01
1.250000000000000000e-01,4.435185185185185341e-01
1.093750000000000000e-01,4.435185185185185341e-01
9.375000000000000000e-02,4.435185185185185341e-01
7.812500000000000000e-02,4.435185185185185341e-01
6.250000000000000000e-02,4.435185185185185341e-01
4.687500000000000000e-02,4.435185185185185341e-01
3.125000000000000000e-02,4.435185185185185341e-01
1.562500000000000000e-02,4.435185185185185341e-01
0.000000000000000000e+00,4.435185185185185341e-01
-1.562500000000000000e-02,4.990740740740740589e-01
0.000000000000000000e+00,4.990740740740740589e-01
1.562500000000000000e-02,4.990740740740740589e-01
3.125000000000000000e-02,4.990740740740740589e-01
4.687500000000000000e-02,4.990740740740740589e-01
6.250000000000000000e-02,4.990740740740740589e-01
7.812500000000000000e-02,4.990740740740740589e-01
9.375000000000000000e-02,4.990740740740740589e-01
1.093750000000000000e-01,4.990740740740740589e-01
1.250000000000000000e-01,4.990740740740740589e-01
1.406250000000000000e-01,4.990740740740740589e-01
1.562500000000000000e-01,4.990740740740740589e-01
1.718750000000000000e-01,4.990740740740740589e-01
1.875000000000000000e-01,4.990740740740740589e-01
2.031250000000000000e-01,4.990740740740740589e-01
2.187500000000000000e-01,4.990740740740740589e-01
2.343750000000000000e-01,4.990740740740740589e-01
2.500000000000000000e-01,4.990740740740740589e-01
2.656250000000000000e-01,4.990740740740740589e-01
2.812500000000000000e-01,4.990740740740740589e-01
2.968750000000000000e-01,4.990740740740740589e-01
3.125000000000000000e-01,4.990740740740740589e-01
3.281250000000000000e-01,4.990740740740740589e-01
3.437500000000000000e-01,4.990740740740740589e-01
3.593750000000000000e-01,4.990740740740740589e-01
3.750000000000000000e-01,4.990740740740740589e-01
3.906250000000000000e-01,4.990740740740740589e-01
4.062500000000000000e-01,4.990740740740740589e-01
4.218750000000000000e-01,4.990740740740740589e-01
4.375000000000000000e-01,4.990740740740740589e-01
4.531250000000000000e-01,4.990740740740740589e-01
4.687500000000000000e-01,4.990740740740740589e-01
4.843750000000000000e-01,4.990740740740740589e-01
5.000000000000000000e-01,4.990740740740740589e-01
5.156250000000000000e-01,4.990740740740740589e-01
5.312500000000000000e-01,4.990740740740740589e-01
5.468750000000000000e-01,4.990740740740740589e-01
5.625000000000000000e-01,4.990740740740740589e-01
5.781250000000000000e-01,4.990740740740740589e-01
5.937500000000000000e-01,4.990740740740740589e-01
6.093750000000000000e-01,4.990740740740740589e-01
6.250000000000000000e-01,4.990740740740740589e-01
6.406250000000000000e-01,4.990740740740740589e-01
6.562500000000000000e-01,4.990740740740740589e-01
6.718750000000000000e-01,4.990740740740740589e-01
6.875000000000000000e-01,4.990740740740740589e-01
7.031250000000000000e-01,4.990740740740740589e-01
7.187500000000000000e-01,4.990740740740740589e-01
7.343750000000000000e-01,4.990740740740740589e-01
7.500000000000000000e-01,4.990740740740740589e-01
7.656250000000000000e-01,4.990740740740740589e-01
7.812500000000000000e-01,4.990740740740740589e-01
7.968750000000000000e-01,4.990740740740740589e-01
8.125000000000000000e-01,4.990740740740740589e-01
8.281250000000000000e-01,4.990740740740740589e-01
8.437500000000000000e-01,4.990740740740740589e-01
8.593750000000000000e-01,4.990740740740740589e-01
8.750000000000000000e-01,4.990740740740740589e-01
8.906250000000000000e-01,4.990740740740740589e-01
9.062500000000000000e-01,4.990740740740740589e-01
9.218750000000000000e-01,4.990740740740740589e-01
9.375000000000000000e-01,4.990740740740740589e-01
9.531250000000000000e-01,4.990740740740740589e-01
9.687500000000000000e-01,4.990740740740740589e-01
9.843750000000000000e-01,5.564814814814814659e-01
9.687500000000000000e-01,5.564814814814814659e-01
9.531250000000000000e-01,5.564814814814814659e-01
9.375000000000000000e-01,5.564814814814814659e-01
9.218750000000000000e-01,5.564814814814814659e-01
9.062500000000000000e-01,5.564814814814814659e-01
8.906250000000000000e-01,5.564814814814814659e-01
8.750000000000000000e-01,5.564814814814814659e-01
8.593750000000000000e-01,5.564814814814814659e-01
8.437500000000000000e-01,5.564814814814814659e-01
8.281250000000000000e-01,5.564814814814814659e-01
8.125000000000000000e-01,5.564814814814814659e-01
7.968750000000000000e-01,5.564814814814814659e-01
7.812500000000000000e-01,5.564814814814814659e-01
7.656250000000000000e-01,5.564814814814814659e-01
7.500000000000000000e-01,5.564814814814814659e-01
7.343750000000000000e-01,5.564814814814814659e-01
7.187500000000000000e-01,5.564814814814814659e-01
7.031250000000000000e-01,5.564814814814814659e-01
6.875000000000000000e-01,5.564814814814814659e-01
6.718750000000000000e-01,5.564814814814814659e-01
6.562500000000000000e-01,5.564814814814814659e-01
6.406250000000000000e-01,5.564814814814814659e-01
6.250000000000000000e-01,5.564814814814814659e-01
6.093750000000000000e-01,5.564814814814814659e-01
5.937500000000000000e-01,5.564814814814814659e-01
5.781250000000000000e-01,5.564814814814814659e-01
5.625000000000000000e-01,5.564814814814814659e-01
5.468750000000000000e-01,5.564814814814814659e-01
5.312500000000000000e-01,5.564814814814814659e-01
5.156250000000000000e-01,5.564814814814814659e-01
5.000000000000000000e-01,5.564814814814814659e-01
4.843750000000000000e-01,5.564814814814814659e-01
4.687500000000000000e-01,5.564814814814814659e-01
4.531250000000000000e-01,5.564814814814814659e-01
4.375000000000000000e-01,5.564814814814814659e-01
4.218750000000000000e-01,5.564814814814814659e-01
4.062500000000000000e-01,5.564814814814814659e-01
3.906250000000000000e-01,5.564814814814814659e-01
3.750000000000000000e-01,5.564814814814814659e-01
3.593750000000000000e-01,5.564814814814814659e-01
3.437500000000000000e-01,5.564814814814814659e-01
3.281250000000000000e-01,5.564814814814814659e-01
3.125000000000000000e-01,5.564814814814814659e-01
2.968750000000000000e-01,5.564814814814814659e-01
2.812500000000000000e-01,5.564814814814814659e-01
2.656250000000000000e-01,5.564814814814814659e-01
2.500000000000000000e-01,5.564814814814814659e-01
2.343750000000000000e-01,5.564814814814814659e-01
2.187500000000000000e-01,5.564814814814814659e-01
2.031250000000000000e-01,5.564814814814814659e-01
1.875000000000000000e-01,5.564814814814814659e-01
1.718750000000000000e-01,5.564814814814814659e-01
1.562500000000000000e-01,5.564814814814814659e-01
1.406250000000000000e-01,5.564814814814814659e-01
1.250000000000000000e-01,5.564814814814814659e-01
1.093750000000000000e-01,5.564814814814814659e-01
9.375000000000000000e-02,5.564814814814814659e-01
7.812500000000000000e-02,5.564814814814814659e-01
6.250000000000000000e-02,5.564814814814814659e-01
4.687500000000000000e-02,5.564814814814814659e-01
3.125000000000000000e-02,5.564814814814814659e-01
1.562500000000000000e-02,5.564814814814814659e-01
0.000000000000000000e+00,5.564814814814814659e-01
-1.562500000000000000e-02,5.953703703703703276e-01
0.000000000000000000e+00,5.953703703703703276e-01
1.562500000000000000e-02,5.953703703703703276e-01
3.125000000000000000e-02,5.953703703703703276e-01
4.687500000000000000e-02,5.953703703703703276e-01
6.250000000000000000e-02,5.953703703703703276e-01
7.812500000000000000e-02,5.953703703703703276e-01
9.375000000000000000e-02,5.953703703703703276e-01
1.093750000000000000e-01,5.953703703703703276e-01
1.250000000000000000e-01,5.953703703703703276e-01
1.406250000000000000e-01,5.953703703703703276e-01
1.562500000000000000e-01,5.953703703703703276e-01
1.718750000000000000e-01,5.953703703703703276e-01
1.875000000000000000e-01,5.953703703703703276e-01
2.031250000000000000e-01,5.953703703703703276e-01
2.187500000000000000e-01,5.953703703703703276e-01
2.343750000000000000e-01,5.953703703703703276e-01
2.500000000000000000e-01,5.953703703703703276e-01
2.656250000000000000e-01,5.953703703703703276e-01
2.812500000000000000e-01,5.953703703703703276e-01
2.968750000000000000e-01,5.953703703703703276e-01
3.125000000000000000e-01,5.953703703703703276e-01
3.281250000000000000e-01,5.953703703703703276e-01
3.437500000000000000e-01,5.953703703703703276e-01
3.593750000000000000e-01,5.953703703703703276e-01
3.750000000000000000e-01,5.953703703703703276e-01
3.906250000000000000e-01,5.953703703703703276e-01
4.062500000000000000e-01,5.953703703703703276e-01
4.218750000000000000e-01,5.953703703703703276e-01
4.375000000000000000e-01,5.953703703703703276e-01
4.531250000000000000e-01,5.953703703703703276e-01
4.687500000000000000e-01,5.953703703703703276e-01
4.843750000000000000e-01,5.953703703703703276e-01
